id_paper;Nombre_Autor
https://doi.org/10.1016/j.jcms.2020.03.011;Giuseppe Remuzzi
https://doi.org/10.1016/j.cytogfr.2020.06.013;J.-W. Yang
https://doi.org/10.1016/j.cytogfr.2020.06.013;L. Yang
https://doi.org/10.1016/j.cytogfr.2020.06.013;R.-G. Luo
https://doi.org/10.1016/j.cytogfr.2020.06.013;J.-F. Xu
https://doi.org/10.1016/j.jaut.2020.102433;Betcy Susanjohnson
https://doi.org/10.1016/j.jaut.2020.102433;Malini Laloraya
https://doi.org/10.1016/j.diabres.2020.108142;Matthias Zimmermann
https://doi.org/10.1016/j.diabres.2020.108142;Emeka Nkenke
https://doi.org/10.1016/j.amsu.2020.06.003;Bakiye Goker Bagc
https://doi.org/10.1016/j.amsu.2020.06.003;Cigir Biray Avci
https://doi.org/10.1016/j.jiph.2020.06.021;Hussin A.Rothan
https://doi.org/10.1016/j.jiph.2020.06.021;Siddappa N.Byrareddy
https://doi.org/10.1016/j.jacbts.2020.04.003;Akhtar Hussain
https://doi.org/10.1016/j.jacbts.2020.04.003;Bishwajit Bhowmik
https://doi.org/10.1016/j.jacbts.2020.04.003;Nayla Cristina Do Vale Moreira
https://doi.org/10.1016/j.nmni.2020.100680;Denis W. Harkin
https://doi.org/10.1016/j.tips.2020.06.001;Nurshad Ali
https://doi.org/10.1016/j.btre.2020.e00467;Bonnie Ky Md-Msce
https://doi.org/10.1016/j.btre.2020.e00467;Douglas L.Mann Md
https://doi.org/10.1016/j.critrevonc.2020.102982;S. Saqrane
https://doi.org/10.1016/j.critrevonc.2020.102982;M.A. El Mhammedi
https://doi.org/10.1016/j.cmi.2020.03.026;Lucas Gutierrez
https://doi.org/10.1016/j.cmi.2020.03.026;John Beckford
https://doi.org/10.1016/j.cmi.2020.03.026;Houda Alachkar
https://doi.org/10.1016/j.bbih.2020.100078;Keshav Rajarshi
https://doi.org/10.1016/j.bbih.2020.100078;Aroni Chatterjee
https://doi.org/10.1016/j.bbih.2020.100078;Shashikant Ray
https://doi.org/10.1016/j.mad.2020.111255;Anya Jafari
https://doi.org/10.1016/j.mad.2020.111255;Sahar Dadkhahfar
https://doi.org/10.1016/j.mad.2020.111255;Sahra Perseh
https://doi.org/10.1016/j.aller.2020.06.001;N. Petrosillo
https://doi.org/10.1016/j.aller.2020.06.001;G. Viceconte
https://doi.org/10.1016/j.aller.2020.06.001;O. Ergonul
https://doi.org/10.1016/j.aller.2020.06.001;G. Ippolito
https://doi.org/10.1016/j.aller.2020.06.001;E. Petersen
https://doi.org/10.1053/j.seminoncol.2020.06.002;Sarah L.Hagerty
https://doi.org/10.1053/j.seminoncol.2020.06.002;Leanne M.Williams
https://doi.org/10.1016/j.jtcme.2020.05.004;Char Leung
https://doi.org/10.1016/j.jiph.2020.06.009;S.Ahmad
https://doi.org/10.1016/j.jiph.2020.06.009;N.Ali
https://doi.org/10.1016/j.jiph.2020.06.009;M.Kausar
https://doi.org/10.1016/j.jiph.2020.06.009;H.Misbah
https://doi.org/10.1016/j.jiph.2020.06.009;A.Wahid
https://doi.org/10.1016/j.jfo.2020.05.003;Jonathan D.Strope
https://doi.org/10.1016/j.jfo.2020.05.003;Cindy H.Chau
https://doi.org/10.1016/j.jfo.2020.05.003;William D.Figg
https://doi.org/10.1016/j.tmrv.2020.06.003;Suraphan Panyod
https://doi.org/10.1016/j.tmrv.2020.06.003;Chi-Tang Ho
https://doi.org/10.1016/j.tmrv.2020.06.003;Lee-Yan Sheen
https://doi.org/10.1016/j.oooo.2020.06.011;Muna Abed Alah
https://doi.org/10.1016/j.oooo.2020.06.011;Sami Abdeen
https://doi.org/10.1016/j.oooo.2020.06.011;Vahe Kehyayan
https://doi.org/10.1016/j.radi.2020.04.005;A.Rousseau
https://doi.org/10.1016/j.radi.2020.04.005;J.-R.Fenolland
https://doi.org/10.1016/j.radi.2020.04.005;M.Labetoulle
https://doi.org/10.1053/j.seminoncol.2020.05.012;Mf Murphy
https://doi.org/10.1053/j.seminoncol.2020.05.012;L Estcourt
https://doi.org/10.1053/j.seminoncol.2020.05.012;J Grant-Casey
https://doi.org/10.1053/j.seminoncol.2020.05.012;S Dzik
https://doi.org/10.1016/j.gine.2020.05.001;Heba Hussein
https://doi.org/10.1016/j.gine.2020.05.001;Ronald S.Brown
https://doi.org/10.1016/j.ejogrb.2020.06.058;S.Moore
https://doi.org/10.1016/j.ejogrb.2020.06.058;E.Gardiner
https://doi.org/10.1053/j.seminoncol.2020.05.012;Paul R.Massey-Md
https://doi.org/10.1053/j.seminoncol.2020.05.012;Krystal M.Jones-Md
https://doi.org/10.1016/j.gine.2020.05.001;M.Gracia
https://doi.org/10.1016/j.gine.2020.05.001;M.Rius
https://doi.org/10.1016/j.gine.2020.05.001;F.Carmona
https://doi.org/10.1016/j.ejogrb.2020.06.058;Wendy N.Phoswa
https://doi.org/10.1016/j.ejogrb.2020.06.058;Olive P.Khaliq
